Столбец1;work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;employee_residence;remote_ratio;company_location;company_size;continent
5530;2022;SE;FT;Machine Learning Engineer;164000;USD;164000;US;100;US;M;North America
5531;2022;SE;FT;Applied Scientist;164000;USD;164000;US;100;US;M;North America
5532;2022;EX;FT;Data Manager;164000;CAD;125976;CA;50;CA;L;North America
5533;2022;SE;FT;Data Engineer;164000;USD;164000;US;0;US;M;North America
5534;2022;SE;FT;Data Analyst;164000;USD;164000;US;0;US;M;North America
5535;2023;EN;FT;Data Analyst;163800;USD;163800;US;100;US;M;North America
5536;2023;SE;FT;Machine Learning Scientist;163800;USD;163800;US;0;US;M;North America
5537;2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M;North America
5538;2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M;North America
5539;2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M;North America
5540;2023;SE;FT;Machine Learning Engineer;163800;USD;163800;US;0;US;M;North America
5541;2023;SE;FT;Machine Learning Engineer;163800;USD;163800;US;0;US;M;North America
5542;2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M;North America
5543;2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M;North America
5544;2023;SE;FT;Machine Learning Engineer;163800;USD;163800;US;0;US;M;North America
5545;2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M;North America
5546;2023;SE;FT;Machine Learning Engineer;163800;USD;163800;US;0;US;M;North America
5548;2023;SE;FT;Data Engineer;163625;USD;163625;US;100;US;M;North America
5551;2023;SE;FT;Data Engineer;163200;USD;163200;US;0;US;M;North America
5552;2023;SE;FT;Research Scientist;163200;USD;163200;US;0;US;M;North America
5553;2023;SE;FT;Machine Learning Engineer;163200;USD;163200;US;0;US;M;North America
5554;2023;SE;FT;Research Scientist;163200;USD;163200;US;0;US;M;North America
5555;2023;SE;FT;Machine Learning Engineer;163200;USD;163200;US;0;US;M;North America
5556;2023;EN;FT;Machine Learning Engineer;163196;USD;163196;US;0;US;M;North America
5557;2023;SE;FT;Data Engineer;163152;USD;163152;US;0;US;M;North America
5563;2023;SE;FT;Applied Scientist;163000;USD;163000;US;100;US;M;North America
5564;2023;SE;FT;Machine Learning Engineer;163000;USD;163000;US;0;US;M;North America
5567;2023;SE;FT;Data Engineer;162540;USD;162540;US;0;US;M;North America
5568;2023;SE;FT;Machine Learning Engineer;162540;USD;162540;US;0;US;M;North America
5569;2023;EX;FT;Data Engineer;162500;USD;162500;US;0;US;M;North America
5570;2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M;North America
5571;2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M;North America
5572;2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M;North America
5573;2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M;North America
5574;2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M;North America
5575;2023;SE;FT;Data Scientist;162500;USD;162500;US;0;US;M;North America
5576;2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M;North America
5577;2023;SE;FT;Data Engineer;162500;USD;162500;US;100;US;M;North America
5578;2023;SE;FT;Data Engineer;162500;USD;162500;US;100;US;M;North America
5579;2023;SE;FT;Data Scientist;162500;USD;162500;US;0;US;M;North America
5580;2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M;North America
5585;2023;EN;FT;Data Analyst;162240;USD;162240;US;0;US;M;North America
5586;2023;EN;FT;Machine Learning Engineer;162240;USD;162240;US;0;US;M;North America
5587;2023;EN;FT;Research Scientist;162240;USD;162240;US;0;US;M;North America
5588;2023;EN;FT;Data Analyst;162240;USD;162240;US;0;US;M;North America
5589;2023;MI;FT;Research Scientist;162170;USD;162170;US;100;US;M;North America
5590;2023;EN;FT;Research Scientist;162170;USD;162170;US;100;US;M;North America
5591;2023;SE;FT;Applied Scientist;162170;USD;162170;US;100;US;M;North America
5603;2023;MI;FT;Data Scientist;162000;USD;162000;US;0;US;M;North America
5604;2023;MI;FT;Data Engineer;162000;USD;162000;US;100;US;M;North America
5605;2023;SE;FT;Data Engineer;162000;USD;162000;US;0;US;M;North America
5606;2023;SE;FT;Data Scientist;162000;USD;162000;US;0;US;M;North America
5607;2023;MI;FT;Data Scientist;162000;USD;162000;US;0;US;M;North America
5608;2023;SE;FT;Analytics Engineer;162000;USD;162000;US;0;US;M;North America
5609;2023;SE;FT;Data Engineer;162000;USD;162000;US;100;US;M;North America
5610;2023;MI;FT;Data Scientist;162000;USD;162000;US;0;US;M;North America
5611;2023;MI;FT;Data Scientist;162000;USD;162000;US;0;US;M;North America
5612;2023;SE;FT;Data Scientist;162000;USD;162000;US;0;US;M;North America
5613;2023;SE;FT;Data Engineer;162000;USD;162000;US;0;US;M;North America
5614;2023;MI;FT;Data Scientist;162000;USD;162000;US;0;US;M;North America
5615;2023;SE;FT;Data Scientist;162000;USD;162000;US;0;US;M;North America
5616;2023;SE;FT;Data Scientist;162000;USD;162000;US;100;US;M;North America
5617;2023;SE;FT;Data Scientist;162000;USD;162000;US;100;US;M;North America
5618;2023;SE;FT;Data Engineer;162000;USD;162000;US;100;US;M;North America
5619;2023;SE;FT;Data Scientist;162000;USD;162000;US;0;US;M;North America
5620;2023;SE;FT;Data Engineer;162000;USD;162000;GB;0;GB;M;Europe
5621;2023;SE;FT;Data Engineer;162000;USD;162000;US;100;US;M;North America
5622;2023;SE;FT;Data Engineer;162000;USD;162000;US;100;US;M;North America
5623;2023;SE;FT;Data Scientist;162000;USD;162000;US;0;US;M;North America
5624;2023;SE;FT;Data Engineer;162000;USD;162000;US;0;US;M;North America
5625;2022;SE;FT;Data Engineer;162000;USD;162000;US;100;US;M;North America
5627;2023;SE;FT;Data Scientist;161900;USD;161900;US;0;US;M;North America
5628;2023;SE;FT;Machine Learning Engineer;161900;USD;161900;US;0;US;M;North America
5629;2023;SE;FT;Data Engineer;161900;USD;161900;US;0;US;M;North America
5630;2023;SE;FT;Data Scientist;161900;USD;161900;US;0;US;M;North America
5631;2023;SE;FT;Data Scientist;161900;USD;161900;US;0;US;M;North America
5632;2023;SE;FT;Data Engineer;161900;USD;161900;US;0;US;M;North America
5634;2023;SE;FT;Data Engineer;161800;USD;161800;US;0;US;M;North America
5635;2023;SE;FT;Data Engineer;161800;USD;161800;US;100;US;M;North America
5636;2023;SE;FT;Data Engineer;161800;USD;161800;US;0;US;M;North America
5639;2023;MI;FT;Data Engineer;161500;USD;161500;US;100;US;M;North America
5640;2023;MI;FT;Data Engineer;161500;USD;161500;US;100;US;M;North America
5641;2023;SE;FT;Data Analyst;161500;USD;161500;US;100;US;M;North America
5642;2022;SE;FT;Data Scientist;161500;USD;161500;US;100;US;M;North America
5643;2022;SE;FT;Data Science Manager;161342;USD;161342;US;100;US;M;North America
5648;2023;MI;FT;Research Scientist;161200;GBP;198340;GB;0;GB;M;Europe
5651;2023;MI;FT;Data Product Manager;161000;USD;161000;US;0;US;M;North America
5652;2023;SE;FT;Data Integration Engineer;161000;USD;161000;US;100;US;M;North America
5653;2023;SE;FT;Data Scientist;161000;USD;161000;US;0;US;M;North America
5654;2023;MI;FT;Data Analyst;161000;USD;161000;US;100;US;M;North America
5655;2023;SE;FT;Data Scientist;161000;USD;161000;US;100;US;M;North America
5656;2023;SE;FT;Data Engineer;161000;USD;161000;US;0;US;M;North America
5657;2023;SE;FT;Data Scientist;161000;USD;161000;US;100;US;M;North America
5658;2023;SE;FT;Data Engineer;161000;USD;161000;US;0;US;M;North America
5659;2023;SE;FT;Data Engineer;161000;USD;161000;US;0;US;M;North America
5660;2023;SE;FT;Machine Learning Engineer;161000;GBP;198094;GB;0;GB;M;Europe
5661;2022;MI;FT;Data Engineer;161000;USD;161000;US;100;US;M;North America
5662;2022;SE;FT;Data Engineer;161000;USD;161000;US;100;US;M;North America
5663;2023;EN;FT;Data Analyst;160800;USD;160800;US;0;US;M;North America
5664;2023;EN;FT;Data Scientist;160800;USD;160800;GB;0;GB;M;Europe
5666;2023;SE;FT;Data Manager;160667;USD;160667;US;0;US;M;North America
5668;2022;SE;FT;Data Engineer;160395;USD;160395;US;100;US;M;North America
5670;2023;SE;FT;Machine Learning Engineer;160080;USD;160080;US;100;US;M;North America
5671;2022;SE;FT;Data Engineer;160080;USD;160080;US;0;US;M;North America
5672;2022;SE;FT;Data Engineer;160080;USD;160080;US;100;US;M;North America
5730;2023;MI;FT;Data Science Manager;160000;USD;160000;US;100;US;M;North America
5731;2023;MI;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5732;2023;SE;FT;Machine Learning Engineer;160000;USD;160000;US;0;US;M;North America
5733;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5734;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5735;2023;SE;FT;Data Engineer;160000;USD;160000;CA;100;CA;M;North America
5736;2023;MI;FT;Research Scientist;160000;USD;160000;US;0;US;M;North America
5737;2023;SE;FT;Data Science;160000;USD;160000;US;100;US;M;North America
5738;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5739;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5740;2023;SE;FT;Machine Learning Operations Engineer;160000;USD;160000;US;0;US;M;North America
5741;2023;MI;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5742;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5743;2023;SE;FT;ML Engineer;160000;USD;160000;US;0;US;M;North America
5744;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5745;2023;SE;FT;Data Science Engineer;160000;USD;160000;US;100;US;M;North America
5746;2023;MI;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5747;2023;SE;FT;Machine Learning Engineer;160000;USD;160000;US;0;US;M;North America
5748;2023;MI;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5749;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5750;2023;MI;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5751;2023;EN;FT;Research Engineer;160000;USD;160000;US;0;US;M;North America
5752;2023;MI;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5753;2023;MI;FT;BI Analyst;160000;USD;160000;US;0;US;M;North America
5754;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5755;2023;SE;FT;Data Engineer;160000;USD;160000;CA;100;CA;M;North America
5756;2023;SE;FT;AI Engineer;160000;USD;160000;US;0;US;M;North America
5757;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5758;2023;MI;FT;Business Intelligence Manager;160000;USD;160000;US;100;US;M;North America
5759;2023;SE;FT;Analytics Engineer;160000;USD;160000;US;100;US;M;North America
5760;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5761;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5762;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5763;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5764;2023;SE;FT;Analytics Engineer;160000;USD;160000;US;0;US;M;North America
5765;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5766;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5767;2023;EX;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5768;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5769;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5770;2023;SE;FT;Business Intelligence Engineer;160000;USD;160000;US;100;US;M;North America
5771;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5772;2023;MI;FT;Machine Learning Engineer;160000;USD;160000;US;0;US;M;North America
5773;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5774;2023;SE;FT;Analytics Engineer;160000;USD;160000;US;0;US;M;North America
5775;2023;SE;FT;Data Analyst;160000;USD;160000;US;0;US;M;North America
5776;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5777;2023;SE;FT;Research Analyst;160000;USD;160000;US;0;US;M;North America
5778;2023;SE;FT;Research Analyst;160000;USD;160000;US;0;US;M;North America
5779;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5780;2023;SE;FT;Data Architect;160000;USD;160000;US;0;US;M;North America
5781;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5782;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5783;2023;SE;FT;Machine Learning Engineer;160000;USD;160000;US;0;US;M;North America
5784;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5785;2023;SE;FT;Machine Learning Engineer;160000;USD;160000;US;0;US;M;North America
5786;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5787;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5788;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5789;2023;EX;FT;Machine Learning Engineer;160000;USD;160000;US;100;US;M;North America
5790;2023;SE;FT;Analytics Engineer;160000;USD;160000;US;0;US;M;North America
5791;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5792;2023;SE;FT;Data Modeler;160000;USD;160000;US;0;US;M;North America
5793;2023;SE;FT;Data Science Manager;160000;USD;160000;US;100;US;M;North America
5794;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5795;2023;MI;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5796;2023;SE;FT;Analytics Engineer;160000;USD;160000;US;0;US;M;North America
5797;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5798;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5799;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5800;2023;MI;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5801;2023;SE;FT;Data Engineer;160000;USD;160000;CA;100;CA;M;North America
5802;2023;SE;FT;Machine Learning Engineer;160000;USD;160000;GB;0;GB;M;Europe
5803;2023;SE;FT;Principal Machine Learning Engineer;160000;USD;160000;IN;100;IN;L;Asia
5804;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5805;2023;EX;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5806;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5807;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5808;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5809;2023;MI;FT;Data Analyst;160000;USD;160000;US;0;US;M;North America
5810;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5811;2023;SE;FT;Principal Data Scientist;160000;USD;160000;US;100;US;L;North America
5812;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5813;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5814;2023;SE;CT;Consultant Data Engineer;160000;CAD;118539;CA;100;CA;L;North America
5815;2023;SE;FT;Data Analyst;160000;USD;160000;US;0;US;M;North America
5816;2023;SE;FT;BI Analyst;160000;USD;160000;US;0;US;M;North America
5817;2023;SE;FT;Research Scientist;160000;USD;160000;US;0;US;M;North America
5818;2023;SE;FT;Data Analyst;160000;USD;160000;US;100;US;M;North America
5819;2023;SE;FT;Machine Learning Engineer;160000;USD;160000;US;100;US;M;North America
5820;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5821;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5822;2023;SE;FT;Machine Learning Engineer;160000;USD;160000;US;100;US;M;North America
5823;2023;SE;FT;Data Analyst;160000;USD;160000;US;100;US;M;North America
5824;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5825;2023;EX;FT;Data Analyst;160000;USD;160000;US;100;US;M;North America
5826;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5827;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5828;2023;SE;FT;NLP Engineer;160000;USD;160000;US;100;US;M;North America
5829;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5830;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5831;2023;SE;FT;BI Developer;160000;USD;160000;US;100;JP;L;Asia
5832;2023;SE;FT;Data Analyst;160000;USD;160000;US;100;US;M;North America
5833;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5834;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5835;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5836;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5837;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5838;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5839;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5840;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5841;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5842;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5843;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5844;2023;MI;FT;Machine Learning Engineer;160000;USD;160000;US;100;US;M;North America
5845;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5846;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5847;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5848;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5849;2023;SE;FT;Data Analytics Manager;160000;USD;160000;US;100;US;M;North America
5850;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5851;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5852;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5853;2023;EN;FT;Research Engineer;160000;USD;160000;US;0;US;M;North America
5854;2023;SE;FT;Data Engineer;160000;USD;160000;CA;100;CA;M;North America
5855;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5856;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5857;2023;MI;FT;Data Analyst;160000;USD;160000;US;0;US;M;North America
5858;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5859;2023;MI;FT;ML Engineer;160000;USD;160000;US;0;US;M;North America
5860;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5861;2023;SE;FT;BI Analyst;160000;USD;160000;US;0;US;M;North America
5862;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5863;2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5864;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5865;2023;MI;FT;Data Infrastructure Engineer;160000;USD;160000;US;100;US;M;North America
5866;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5867;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5868;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5869;2023;SE;FT;Data Architect;160000;USD;160000;US;100;US;M;North America
5870;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5871;2023;EN;FT;BI Developer;160000;USD;160000;US;0;US;M;North America
5872;2023;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5873;2023;SE;FT;Data Analyst;160000;USD;160000;US;100;US;M;North America
5874;2023;MI;FT;Data Analyst;160000;USD;160000;US;0;US;M;North America
5875;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5876;2023;SE;FT;Data Analyst;160000;USD;160000;US;100;US;M;North America
5877;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5878;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5879;2023;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5880;2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5881;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5882;2023;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5883;2023;EN;FT;Research Engineer;160000;USD;160000;US;0;US;M;North America
5884;2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5885;2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5886;2023;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5887;2022;SE;FT;Machine Learning Engineer;160000;USD;160000;US;100;US;M;North America
5888;2022;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5889;2022;SE;FT;Cloud Database Engineer;160000;USD;160000;US;100;US;M;North America
5890;2022;MI;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5891;2022;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5892;2022;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5893;2022;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5894;2022;MI;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5895;2022;MI;FT;Data Analyst;160000;USD;160000;US;0;US;M;North America
5896;2022;MI;FT;Data Analyst;160000;USD;160000;US;0;US;M;North America
5897;2022;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5898;2022;MI;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5899;2022;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5900;2022;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5901;2022;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5902;2022;MI;FT;Data Analyst;160000;USD;160000;US;0;US;M;North America
5903;2022;MI;FT;Data Analyst;160000;USD;160000;US;0;US;M;North America
5904;2022;MI;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5905;2022;EX;FT;Head of Data;160000;USD;160000;US;0;US;M;North America
5906;2022;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5907;2022;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5908;2022;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M;North America
5909;2022;SE;FT;Data Architect;160000;USD;160000;US;100;US;M;North America
5910;2022;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5911;2022;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5912;2022;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5913;2022;SE;FT;Data Scientist;160000;USD;160000;US;0;US;L;North America
5914;2022;MI;FT;Data Scientist;160000;USD;160000;US;0;US;M;North America
5915;2022;SE;FT;Data Scientist;160000;USD;160000;US;0;US;L;North America
5916;2022;SE;FT;Data Scientist;160000;USD;160000;US;100;US;L;North America
5917;2022;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5918;2022;SE;FT;Data Scientist;160000;USD;160000;US;0;US;L;North America
5919;2022;SE;FT;Data Scientist;160000;USD;160000;US;100;US;L;North America
5920;2022;SE;FT;ML Engineer;160000;USD;160000;US;0;US;M;North America
5921;2022;MI;FT;Machine Learning Scientist;160000;USD;160000;US;100;US;L;North America
5922;2022;SE;FT;Data Engineer;160000;USD;160000;US;0;US;L;North America
5923;2022;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5924;2022;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M;North America
5925;2022;MI;FT;Data Scientist;160000;USD;160000;US;100;US;M;North America
5926;2021;SE;FT;Cloud Data Engineer;160000;USD;160000;BR;100;US;S;North America
5927;2021;SE;FT;Lead Data Engineer;160000;USD;160000;PR;50;US;S;North America
5928;2021;MI;FT;Data Scientist;160000;USD;160000;US;100;US;L;North America
5929;2021;MI;FT;Data Scientist;160000;SGD;119059;SG;100;IL;M;Asia
5930;2023;SE;FT;Data Scientist;159900;USD;159900;US;100;US;M;North America
5932;2023;SE;FT;Data Scientist;159832;USD;159832;US;0;US;M;North America
5933;2023;SE;FT;Data Scientist;159832;USD;159832;US;0;US;M;North America
5934;2022;SE;FT;Data Scientist;159699;USD;159699;US;0;US;M;North America
5935;2023;SE;FT;Machine Learning Engineer;159600;USD;159600;US;0;US;M;North America
5936;2023;SE;FT;Data Architect;159500;USD;159500;US;0;US;M;North America
5937;2023;SE;FT;Data Architect;159500;USD;159500;US;0;US;M;North America
5938;2021;SE;FT;Data Science Engineer;159500;CAD;127221;CA;50;CA;L;North America
5939;2023;SE;FT;Data Scientist;159408;USD;159408;US;100;US;M;North America
5940;2023;SE;FT;Data Scientist;159375;USD;159375;US;100;US;M;North America
5941;2023;SE;FT;Machine Learning Engineer;159350;USD;159350;US;0;US;M;North America
5953;2023;SE;FT;Research Scientist;159300;USD;159300;US;0;US;M;North America
5954;2023;SE;FT;Research Scientist;159300;USD;159300;US;0;US;M;North America
5955;2023;SE;FT;Research Scientist;159300;USD;159300;US;0;US;M;North America
5956;2023;SE;FT;Research Scientist;159300;USD;159300;US;0;US;M;North America
5957;2023;SE;FT;Research Scientist;159300;USD;159300;US;0;US;M;North America
5958;2023;SE;FT;Data Scientist;159300;USD;159300;US;0;US;M;North America
5959;2023;SE;FT;Data Scientist;159300;USD;159300;US;0;US;M;North America
5960;2023;SE;FT;Data Scientist;159300;USD;159300;US;0;US;M;North America
5961;2023;SE;FT;Research Scientist;159300;USD;159300;US;0;US;M;North America
5963;2022;SE;FT;Data Scientist;159200;USD;159200;US;100;US;L;North America
5964;2023;SE;FT;Applied Scientist;159100;USD;159100;US;0;US;L;North America
5965;2023;SE;FT;Data Scientist;159100;USD;159100;US;100;US;M;North America
5966;2023;SE;FT;Applied Scientist;159100;USD;159100;US;0;US;L;North America
5967;2023;SE;FT;Applied Scientist;159100;USD;159100;US;0;US;L;North America
5968;2023;SE;FT;Applied Scientist;159100;USD;159100;US;0;US;L;North America
5969;2023;SE;FT;Applied Scientist;159100;USD;159100;US;0;US;L;North America
5970;2023;SE;FT;Applied Scientist;159100;USD;159100;US;0;US;L;North America
5971;2023;SE;FT;Applied Scientist;159100;USD;159100;US;0;US;L;North America
5972;2023;SE;FT;Machine Learning Engineer;159090;USD;159090;US;100;US;M;North America
5973;2023;SE;FT;Analytics Engineer;159090;USD;159090;US;100;US;M;North America
5986;2023;SE;FT;Data Engineer;159000;USD;159000;US;0;US;M;North America
5987;2023;SE;FT;Machine Learning Engineer;159000;USD;159000;US;0;US;M;North America
5988;2023;SE;FT;Machine Learning Engineer;159000;USD;159000;US;0;US;M;North America
5989;2023;SE;FT;ML Engineer;159000;USD;159000;US;0;US;M;North America
5990;2023;SE;FT;Data Engineer;159000;USD;159000;US;0;US;M;North America
5991;2023;SE;FT;Data Scientist;159000;USD;159000;US;0;US;M;North America
5992;2023;SE;FT;Machine Learning Engineer;159000;USD;159000;US;0;US;M;North America
5993;2023;SE;FT;Data Engineer;159000;USD;159000;US;100;US;M;North America
5994;2023;SE;FT;Machine Learning Engineer;159000;USD;159000;US;0;US;M;North America
5995;2023;SE;FT;Analytics Engineer;159000;USD;159000;US;100;US;M;North America
5996;2022;EX;FT;Data Scientist;159000;USD;159000;US;100;US;M;North America
5997;2022;SE;FT;Data Scientist;159000;USD;159000;US;0;US;L;North America
5998;2022;MI;FT;Data Science Manager;159000;USD;159000;US;100;US;M;North America
5999;2023;SE;FT;Machine Learning Infrastructure Engineer;158900;USD;158900;US;100;US;M;North America
